title,action,minutes
How to Play Inotia,Level up your stats,21-30mins
How to Get a Motorcycle License,Apply for your motorcycle learner's permit,11-20mins
How to Get a Motorcycle License,Practice with your learner's permit for the entire length of the time frame your state requires before applying to receive a motorcycle license,11-20mins
How to Get a Motorcycle License,Obtain a street legal motorcycle you can ride for your test if you don't have one already,41-50mins
How to Get a Motorcycle License,Verify you have insurance valid license plates and registration for the motorcycle,11-20mins
How to Get a Motorcycle License,Schedule a day to take your test,11-20mins
How to Get a Motorcycle License,Visit the parking lot of your state's motor vehicle department on a Sunday morning,31-40mins
How to Get a Motorcycle License,Take the written and road test if necessary,11-20mins
How to Get a Motorcycle License,Pass the final motorcycle license tests and get in line to have your picture taken,1-10mins
How to Make Tuna Salad,Gather the ingredients for making a crunchy tuna salad,11-20mins
How to Make Flower Syrups,Prepare the flowers for cooking,1-10mins
How to Make Flower Syrups,Combine equal parts sugar and water in a medium saucepan,21-30mins
How to Make Flower Syrups,Add a handful of fresh or dried flowers,11-20mins
How to Make Flower Syrups,Simmer the mixture for half an hour,1-10mins
How to Make Flower Syrups,Strain the flower remnants out of the syrup,11-20mins
How to Identify and Treat Black Widow Spider Bites,Recognize a bite from a black widow spider,1-10mins
How to Get a Career as an Accountant,Take continuing education credits,11-20mins
How to Make Fake Cuts,Blend the wound in with foundation (optional),21-30mins
How to Make Fake Cuts,Add oozing fake blood,11-20mins
How to Marinate Chicken,Finely mince garlic and other fresh ingredients,1-10mins
How to Marinate Chicken,Mix the ingredients well,1-10mins
How to Marinate Chicken,Choose any chicken parts to marinate,1-10mins
How to Clean the Inside of a Dell Dimension 5150 Computer Case,Shut down your machine and wait until inside of the case is cool,11-20mins
How to Clean the Inside of a Dell Dimension 5150 Computer Case,Open the computer case,11-20mins
How to Clean the Inside of a Dell Dimension 5150 Computer Case,Remove the heat sink,11-20mins
How to Clean the Inside of a Dell Dimension 5150 Computer Case,Start to clean up the inside of the case,1-10mins
How to Clean the Inside of a Dell Dimension 5150 Computer Case,Clean up the heat sink with the plastic case,11-20mins
How to Clean the Inside of a Dell Dimension 5150 Computer Case,Put the heat sink back in place,1-10mins
How to Recover from a Cold,Drink plenty of water,21-30mins
How to Change Your Name,Start using your new name,21-30mins
How to Throw a Slurve,Change your aim,21-30mins
How to Throw a Slurve,Decide when to use the slurve,11-20mins
How to Get Smooth Legs,Exfoliate your legs,1-10mins
How to Get Smooth Legs,Apply shaving cream,11-20mins
How to Get Smooth Legs,Use a fresh razor to shave your legs,11-20mins
How to Get Smooth Legs,Rinse your legs with cool water,1-10mins
How to Get Smooth Legs,Apply a thick layer of lotion,1-10mins
How to Get Smooth Legs,Invest in an electric epilator,31-40mins
How to Get Smooth Legs,If you're serious consider laser hair removal,11-20mins
How to Keep a Man Interested,Find out what he likes,11-20mins
How to Keep a Man Interested,Make him feel like a man,21-30mins
How to Keep a Man Interested,Keep public displays of affection to a minimum,21-30mins
How to Keep a Man Interested,Be confident and look great,21-30mins
How to Keep a Man Interested,Don't do anything too sexual until your relationship is close and comfortable,11-20mins
How to Keep a Man Interested,Give him massages!,11-20mins
How to Contact a Girl Who's Mad at You,In your letter APOLOGIZE,11-20mins
How to Contact a Girl Who's Mad at You,To really make an impact go see her,21-30mins
How to Contact a Girl Who's Mad at You,Promise never to do what you did to make her angry,31-40mins
How to Contact a Girl Who's Mad at You,If she doesn't accept at first give her more time and keep trying to apologize,21-30mins
How to Choose an SUV,Determine what amount of space you need,1-10mins
How to Choose an SUV,Consider your need for 4 wheel drive,1-10mins
How to Choose an SUV,Think about your lifestyle,41-50mins
How to Choose an SUV,Consider fuel efficiency,1-10mins
How to Choose an SUV,Consider a hybrid model,11-20mins
How to Choose an SUV,Choose a dependable model,11-20mins
How to Choose an SUV,Think about crossovers,11-20mins
How to Choose an SUV,Look into safety features,11-20mins
How to Choose an SUV,Check out available upgrades,21-30mins
How to Create Cat Eyes with Only Eyeshadow,Prime your eyes,41-50mins
How to Create Cat Eyes with Only Eyeshadow,Add more matte black along the tape line,21-30mins
How to Stop Your Retired Parents from Blowing All Their Money,Get your facts straight,11-20mins
How to Stop Your Retired Parents from Blowing All Their Money,Listen to your parents openly and without judgment,11-20mins
How to Stop Your Retired Parents from Blowing All Their Money,Stay attuned to how your parents are faring,21-30mins
How to Make Your Wife Happy,Have a standing date night,1-10mins
How to Make Your Wife Happy,Take care of yourself,11-20mins
How to Make Your Wife Happy,Tell her news first,11-20mins
How to Make Your Wife Happy,Do things for her in the bedroom,11-20mins
How to Preserve Christmas Roses,Choose a box for holding the flowers while they dry,11-20mins
How to Preserve Christmas Roses,Line the box with tissue paper or newspaper,11-20mins
How to Be a Bodhisattva (Buddha of Love),Get the help of an enlightened master,1-10mins
How to Be a Bodhisattva (Buddha of Love),Find your personal role model,21-30mins
How to Be a Bodhisattva (Buddha of Love),Proceed with optimism on your way,11-20mins
How to Prevent Knee Pain When Practicing Yoga,Maintain a healthy weight,1-10mins
How to Make 3D Animations Using 3D Studio Max,Navigating the basic user interface,1-10mins
How to Make 3D Animations Using 3D Studio Max,Creating a cube,11-20mins
How to Make 3D Animations Using 3D Studio Max,Using Object Modifiers,11-20mins
How to Make 3D Animations Using 3D Studio Max,Adding Materials,1-10mins
How to Make 3D Animations Using 3D Studio Max,Manipulating Objects,1-10mins
How to Make 3D Animations Using 3D Studio Max,Adding Modifiers to animation,1-10mins
How to Make 3D Animations Using 3D Studio Max,Saving to AVI,21-30mins
How to Make Glow Jars,Fill a jar with warm water,1-10mins
How to Make Glow Jars,Consider adding some glitter to give the jar some extra sparkle,11-20mins
How to Make Glow Jars,Put the lid on the jar and close it tightly,11-20mins
How to Make Glow Jars,Shake the jar to mix the paint water,11-20mins
How to Make Glow Jars,Install a black light if you are using a jar made with fluorescent paint,11-20mins
How to Make Glow Jars,Charge a jar made with glow-in-the-dark paint by leaving it under a bright light for at least 15 minutes,11-20mins
How to Make Glow Jars,Turn the lights off and watch the jar glow,11-20mins
How to Make Glow Jars,Re-shake the jar if necessary,1-10mins
How to Select Shoes to Wear With Your Wedding Dress,Pick a shoe that fits your personality,1-10mins
How to Select Shoes to Wear With Your Wedding Dress,Decide on the fabric of your shoe,11-20mins
How to Make a Heart Shaped Cake,Whisk together dry ingredients,1-10mins
How to Diagnose Hoarding Disorder,Look for cluttered living spaces,21-30mins
How to Diagnose Hoarding Disorder,Watch for unsanitary conditions,21-30mins
How to Diagnose Hoarding Disorder,Note a lack of organization,1-10mins
How to Diagnose Hoarding Disorder,Assess according to the DSM-5 criteria,11-20mins
How to Talk to a Crush You Haven't Spoken to in a Long Time (for Guys),Go up and say hi and tell her you want to talk,11-20mins
How to Talk to a Crush You Haven't Spoken to in a Long Time (for Guys),Tell her you are happy to see her,11-20mins
How to Be Good at Madden,Make the right calls,11-20mins
How to Be Good at Madden,Use your time outs wisely,1-10mins
How to Be Good at Madden,Practice drills,11-20mins
How to Be Good at Madden,Trick your opponents,11-20mins
How to Become a Laser Hair Removal Technician,Know your state requirements for Laser Hair Removal Technicians,11-20mins
How to Become a Laser Hair Removal Technician,Practice with hands on training,21-30mins
How to Become a Laser Hair Removal Technician,Check job sites for open positions,11-20mins
How to Become a Laser Hair Removal Technician,Visit salons in your area,11-20mins
How to File a Motion to Change a Court Date,File your motion with the clerk,11-20mins
How to File a Motion to Change a Court Date,Attend the hearing on your motion,21-30mins
How to Find Immigration Records,Learn the names of different agencies,11-20mins
How to Avoid Self Esteem Pitfalls of Social Media,Go for instructional inspirational or positive content,11-20mins
How to Avoid Self Esteem Pitfalls of Social Media,Don't depend on social media for self-esteem boosts,1-10mins
How to Be Yourself and Impress Others,Create yourself!,21-30mins
How to Be Yourself and Impress Others,Remain who you are,11-20mins
How to Make Clue Into an RPG,Now it's time to place the characters,1-10mins
How to Do Reverse Eyeliner,Add primer to your eyelids,11-20mins
How to Do Reverse Eyeliner,Apply your eyeshadow,21-30mins
How to Get Friends and Become Popular,Present yourself nicely,11-20mins
How to Apply Gold Eyeshadow,Add some highlights,1-10mins
How to Apply Gold Eyeshadow,Pat gold eyeshadow onto the center and lower corner,11-20mins
How to Apply Gold Eyeshadow,Add some black mascara,21-30mins
How to Apply Gold Eyeshadow,Apply lipstick,1-10mins
How to Take Out Contact Lenses with Nails,Try the pinching method,11-20mins
How to Shine As a Teen Girl,Look in the mirror,31-40mins
How to Shine As a Teen Girl,Make a list of those like & dislikes but don't put more than 5 in the dislike list,1-10mins
How to Shine As a Teen Girl,Act confident,1-10mins
How to Shine As a Teen Girl,Now go out and fix what you don't like about yourself (that you can)!,21-30mins
How to Shine As a Teen Girl,Dress fashionably but modestly,11-20mins
How to Shine As a Teen Girl,Get involved in sports or school activities,11-20mins
How to Catch an Amtrak Train,Find out where the nearest Amtrak stations are to your home and your destination,11-20mins
How to Rotate Tires,Find a level work surface,21-30mins
How to Rotate Tires,Remove the hubcaps and loosen the lug nuts,21-30mins
How to Rotate Tires,Check the rotation pattern of your tires.Tires are either directional or non-directional,11-20mins
How to Rotate Tires,Rotate the tires in the correct pattern,1-10mins
How to Rotate Tires,Lower the car,21-30mins
How to Rotate Tires,Tighten lug nuts using the star pattern,11-20mins
How to Rotate Tires,Place hubcaps back on the wheels by replacing the lug nuts,31-40mins
How to Paint Feathers on Your Nails,Prep your nails,31-40mins
How to Paint Feathers on Your Nails,Apply a base coat,1-10mins
How to Paint Feathers on Your Nails,Paint your nails with two coats of a base color,11-20mins
How to Paint Feathers on Your Nails,Choose a color to use for your feather,11-20mins
How to Paint Feathers on Your Nails,Paint a long tapering line on your nail using a striper brush or a spotter brush.This will be the stem of your feather,1-10mins
How to Paint Feathers on Your Nails,Make shorter tapering lines coming off of the left side of the stem,11-20mins
How to Paint Feathers on Your Nails,Make similar lines on the right side of the feather,1-10mins
How to Paint Feathers on Your Nails,Step it up with some glitter if desired,1-10mins
How to Paint Feathers on Your Nails,Seal it in then let it dry completely,1-10mins
How to Paint Feathers on Your Nails,Clean it up,11-20mins
