title,action,label
Parent an Energetic Child,Let them help you.,seconds
Parent an Energetic Child,Talk on their level.,seconds
Use FastStone Capture for Screenshots,Install the software.,minutes
Make a Watermark,Choose the type of watermark you want to make.,minutes
Make a Watermark,Adjust how the watermark appears.,minutes
Make a Watermark,Determine which pages the watermark appears on.,minutes
Make Dough Without Yeast,Preheat the oven and prepare a pan.,minutes
Make Dough Without Yeast,Stir in any optional flavors.,minutes
Back up a Computer,Move the device to a new computer.,minutes
Transition to a Raw Vegan,Stock up on supplies.,minutes
Transition to a Raw Vegan,Eat what your body wants.,minutes
Teach Children to Become Resilient,Encourage patience.,longer
Replace Eggs in Your Cooking,Decide if the eggs are used to bind.,hours
Write a Conclusion,Leave the reader with a lasting impression.,days
Take Parenting Classes,Look for age-specific classes.,minutes
Take Parenting Classes,Search for classes for divorcing parents.,minutes
Take Parenting Classes,Look for classes that address behavioral problems.,minutes
Pack a Vegan Lunch for Work,Chop greens into grains and soups.,minutes
Pack a Vegan Lunch for Work,Make larger dinners and use leftovers for lunches.,minutes
Pack a Vegan Lunch for Work,Carve out time to make multiple batches.,minutes
Sweeten Foods with Truvia Nectar,Layer the veggies on a baking sheet.,seconds
Pick Up a Girl,Perfect your body language.,minutes
Pick Up a Girl,Learn this mantra: do or die.,minutes
Set Boundaries for Your Kids,Set clear rules and boundaries.,minutes
Set Boundaries for Your Kids,Act when boundaries have been crossed.,minutes
Make A Cat Using Your Keyboard,Figure out how to make the common keystrokes used to create a cat.,minutes
Pick Up Women,Ask what her schedule is next week.,minutes
Pick Up Women,Return to your group of friends to interact with everyone as a couple.,hours
Prepare Vegetarian Meals for Athletes,Get at least ten percent of calories from proteins.,minutes
Prepare Vegetarian Meals for Athletes,Record your meals in a food tracker.,minutes
Start XAMPP at Startup in Windows,Wait for a Location folder to open.,hours
Hug a Guy,Start the hug with a gentle touch on the arm eye contact or a smile.,seconds
Set Up a Second Display with Windows,Connect the display to your computer.,minutes
Set Up a Second Display with Windows,Turn your PC or laptop on and wait for Windows to boot up.,minutes
Set Up a Second Display with Windows,Use the second display.,minutes
Do an Upside Down Question Mark,Click where you want your upside down question mark to appear.,hours
Help Your Child Succeed in a Large Class,Know what your child needs to accomplish.,minutes
Help Your Child Succeed in a Large Class,Make homework come first.,minutes
Help Your Child Succeed in a Large Class,Find the time to sneak work in.,minutes
Help Your Child Succeed in a Large Class,Show them how to study.,minutes
Organize Your Start Menu in Windows,Drag your application folders into the categories you made.,minutes
Use Zoner Photo Studio Manager,Use the toolbar to find your way around Manager.,minutes
Peacefully Protest,Get a permit to protest if needed.,hours
Get Over Your Fear of Women,Tend to your hygiene.Wear clean clothes which smell fresh.,minutes
Make Dairy Free Ice Cream,Serve the ice cream or freeze it for another 30 minutes.,minutes
Create Word Art,Search for an online word art generator.,seconds
Create Word Art,Make a word art cloud.,minutes
List References,Know when to list references.,minutes
List References,List your references on a separate page from any other information you may be turning in with your application (such as a resume cover letter etc.),minutes
List References,List the rest of your references by following the format detailed above.,minutes
Make Tofu,Boil 4 quarts of water.,minutes
Make Tofu,Pulverize the beans.,minutes
Make Cake Icing,Stir thoroughly with a spoon.,hours
Teach Essay Writing,Teach how to organize sentences into paragraphs.,hours
Teach Essay Writing,Teach how to observe and record observations.,longer
Get Dates As an Introvert,Choose a comfortable setting for the date.,minutes
Cook Israeli Couscous,Heat the oil in a saucepan.,minutes
Cook Israeli Couscous,Cook the couscous and nuts for 7 minutes.Add the couscous and chopped nuts to the oil in the pan.,minutes
Cook Israeli Couscous,Simmer for 10 minutes.,minutes
Live With Your in Laws,Hold family meetings on a regular basis.,days
Live With Your in Laws,Talk about it before resentment builds.,days
Take a Screenshot on Bluestacks,Click save.,minutes
Screenshot Skype,Edit the screenshot as needed.,minutes
Install a Network Printer,I can't find the printer in the list of available network printers.,hours
Love Your in Laws,Help and comfort them.,minutes
Love Your in Laws,Keep your expectations low.,minutes
Get a Girl to Be Your Girlfriend,Have the right attitude.,seconds
Make Tabletop Christmas Trees,Use soaking floral foam.,minutes
Set up a Vpn Between Two Computers,Configure the outgoing VPN connection.,minutes
Make Homemade Cookies,Make homemade biscotti.,hours
Make Homemade Cookies,Make snickerdoodles.,days
Volunteer at an Animal Shelter,Attend the training session.,hours
Set up a Computer Network,Selection of the Workgroup: Select a workgroup name and assign it to each computer on the network.,minutes
Take Action to Prevent School Violence,Become aware of individual risk factors.,minutes
Take Action to Prevent School Violence,Strengthen problem-solving skills.,minutes
Reset Your Home Network,Wait for two minutes.,days
Make Hershey Kiss Cookies,Shape your cookies.,hours
Volunteer Abroad,Immerse yourself in the local culture.,hours
Volunteer Abroad,Be selfless.,hours
Set Up Voicemail,Make sure you set up your voicemail within 60 days of plan activation.,minutes
Set Up Voicemail,Press down the number 1 on your mobile phone.,seconds
Set Up Voicemail,Press and hold the number 1 from your phone to access voicemail.,seconds
Make a High Protein Vegetarian Breakfast,Drain your tofu.,minutes
Unlock Mobile Phones,Research your choice.,minutes
Make Fake Snow,Imitate falling snow with laundry soap flakes or instant potato flakes.,minutes
Make Fake Snow,Punch paper holes.,minutes
Make Fake Snow,Add fake snow to snow globes.,minutes
Make Fake Snow,Make a sparkly glaze for small craft projects.,minutes
Date a Co Worker,Know the company policy.,minutes
Make Fabric Wrapped Ball Ornaments,Make strips from your fabric scraps if they're not already in strips.,minutes
Make Fabric Wrapped Ball Ornaments,Consider improving the pins.,minutes
Make Fabric Wrapped Ball Ornaments,Attach ribbon string or other trim to the top of the ball so that it can hang from a tree or other display area.,seconds
Date a Prince,Give him subtle implications of your affection.,minutes
Date a Prince,Let your inner beauty shine.,minutes
Top Up Your Phone,Look for the prepaid loading service of your provider.,minutes
Teach Kids to Tell Time,Allow the child to quiz you.,minutes
Write Clearly in Texts and Messages,Identify the purpose of your text.,minutes
Lock an LG Cell Phone,Open the Settings.,hours
Lock an LG Cell Phone,Scroll to Location & Security.,hours
Lock an LG Cell Phone,Change your lock method.,hours
Hang out With Your Girlfriend,Think of some ideas for hanging out: Movie night game night costume party play in a park sports crafts etc.,minutes
Improve Cell Phone Reception,Install a cellular repeater.,hours
Improve Cell Phone Reception,Upgrade your antenna.,minutes
Keep Homemade Cookies Soft,Let the cookies sit for a little while.,hours
Keep Homemade Cookies Soft,Store your cookies correctly.,hours
Get the Most out of the Blackberry 8520,Take advantage of Blackberry App World which has 60000+ apps the majority of them free.,minutes
Mend a Relationship With an Estranged Son or Daughter,Do some self-reflection.,minutes
Mend a Relationship With an Estranged Son or Daughter,Write a letter.,minutes
Know if He Is Your Soulmate,Evaluate how well you work together.,minutes
Know if He Is Your Soulmate,Notice how you handle disagreements.,minutes
Know if He Is Your Soulmate,Assess your admiration for each other.,minutes
Decorate Cookies for a Bachelorette Party,Roll out the dough.,seconds
Decorate Cookies for a Bachelorette Party,Divide the icing.,seconds
Make a Good Impression on a Friend's Parents,Dress appropriately for the situation.,minutes
Make a Good Impression on a Friend's Parents,Talk about your successes if asked.,minutes
Know if You Fancy Someone,See if you have butterflies.,days
Know if You Fancy Someone,Think about how in control you are.,days
Bake Healthy Cookies,Replace your all-purpose flour.,minutes
Tar a Directory,Understand the format.,seconds
Observe Patriot Day in the United States,Visit the memorials.,minutes
Observe Patriot Day in the United States,Talk to the heroes that survived and saved lives.,minutes
Observe Patriot Day in the United States,Donate to a charity that helps provide support for the survivors of 9/11.,minutes
Make Oreos with Dutch Cocoa Powder,Turn the mixer on low.,days
Find the IMEI or MEID Number on a Mobile Phone,Tap IMEI/MEID.,hours
Improve Your Sex Life,Be honest about changes in your body.,minutes
Improve Your Sex Life,Engage in mutually pleasurable activities.,minutes
Remove the Battery from an iPhone,Remove the screws at the bottom of the iPhone.,seconds
Remove the Battery from an iPhone,Lift the battery out.,hours
Remove the Battery from an iPhone,Replace your battery and reassemble the iPhone.,minutes
Improve Your Sex Life,Make time for sex.,minutes
Fix a Cell Phone,Have your phone checked at a repair shop.,hours
Make a Memorial Book,Type in your stories and memories.,minutes
Make a Memorial Book,Print out your photographs.,minutes
Make a Memorial Book,Gather important documents.,minutes
Make a Memorial Book,Write your messages out.,minutes
Clean Your Phone Screen,Wipe again.,minutes
Clean Your Phone Screen,Let the screen dry.,minutes
Fluff up a Paper to Make It Look Longer,Make a thorough outline.,minutes
Fluff up a Paper to Make It Look Longer,Use more support.,hours
Clean Your Phone Screen,Look into UV C sanitizers.,minutes
Make Whole Wheat Sugar Cookies,Measure and combine most of the dough ingredients.,minutes
Make Whole Wheat Sugar Cookies,Sprinkle the cookies with cinnamon-sugar.,minutes
Make Whole Wheat Sugar Cookies,Bake the whole wheat sugar cookies.,minutes
Get Into an Aircraft Cockpit (for Kids),As you pass the cockpit peek in!,seconds
Plan a Romantic Camping Trip,Go kayaking or canoeing together.,hours
Plan a Romantic Camping Trip,Stargaze and talk about life and the universe.,hours
